GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA2020
"G2200970","Louisiana","22","220","St. Landry Parish","097","0970",82540
"G2200990","Louisiana","22","220","St. Martin Parish","099","0990",51767
"G2201010","Louisiana","22","220","St. Mary Parish","101","1010",49406
"G2201030","Louisiana","22","220","St. Tammany Parish","103","1030",264570
"G2201050","Louisiana","22","220","Tangipahoa Parish","105","1050",133157
"G2201070","Louisiana","22","220","Tensas Parish","107","1070",4147
"G2201090","Louisiana","22","220","Terrebonne Parish","109","1090",109580
"G2201110","Louisiana","22","220","Union Parish","111","1110",21107
"G2201130","Louisiana","22","220","Vermilion Parish","113","1130",57359
"G2201150","Louisiana","22","220","Vernon Parish","115","1150",48750
"G2201170","Louisiana","22","220","Washington Parish","117","1170",45463
"G2201190","Louisiana","22","220","Webster Parish","119","1190",36967
"G2201210","Louisiana","22","220","West Baton Rouge Parish","121","1210",27199
"G2201230","Louisiana","22","220","West Carroll Parish","123","1230",9751
"G2201250","Louisiana","22","220","West Feliciana Parish","125","1250",15310
"G2201270","Louisiana","22","220","Winn Parish","127","1270",13755
"G2300010","Maine","23","230","Androscoggin County","001","0010",111139
"G2300030","Maine","23","230","Aroostook County","003","0030",67105
"G2300050","Maine","23","230","Cumberland County","005","0050",303069
"G2300070","Maine","23","230","Franklin County","007","0070",29456
"G2300090","Maine","23","230","Hancock County","009","0090",55478
"G2300110","Maine","23","230","Kennebec County","011","0110",123642
"G2300130","Maine","23","230","Knox County","013","0130",40607
"G2300150","Maine","23","230","Lincoln County","015","0150",35237
"G2300170","Maine","23","230","Oxford County","017","0170",57777
"G2300190","Maine","23","230","Penobscot County","019","0190",152199
"G2300210","Maine","23","230","Piscataquis County","021","0210",16800
"G2300230","Maine","23","230","Sagadahoc County","023","0230",36699
"G2300250","Maine","23","230","Somerset County","025","0250",50477
"G2300270","Maine","23","230","Waldo County","027","0270",39607
"G2300290","Maine","23","230","Washington County","029","0290",31095
"G2300310","Maine","23","230","York County","031","0310",211972
"G2400010","Maryland","24","240","Allegany County","001","0010",68106
"G2400030","Maryland","24","240","Anne Arundel County","003","0030",588261
"G2405100","Maryland","24","240","Baltimore city","510","5100",585708
"G2400050","Maryland","24","240","Baltimore County","005","0050",854535
"G2400090","Maryland","24","240","Calvert County","009","0090",92783
"G2400110","Maryland","24","240","Caroline County","011","0110",33293
"G2400130","Maryland","24","240","Carroll County","013","0130",172891
"G2400150","Maryland","24","240","Cecil County","015","0150",103725
"G2400170","Maryland","24","240","Charles County","017","0170",166617
"G2400190","Maryland","24","240","Dorchester County","019","0190",32531
"G2400210","Maryland","24","240","Frederick County","021","0210",271717
"G2400230","Maryland","24","240","Garrett County","023","0230",28806
"G2400250","Maryland","24","240","Harford County","025","0250",260924
"G2400270","Maryland","24","240","Howard County","027","0270",332317
"G2400290","Maryland","24","240","Kent County","029","0290",19198
"G2400310","Maryland","24","240","Montgomery County","031","0310",1062061
"G2400330","Maryland","24","240","Prince George's County","033","0330",967201
"G2400350","Maryland","24","240","Queen Anne's County","035","0350",49874
"G2400390","Maryland","24","240","Somerset County","039","0390",24620
"G2400370","Maryland","24","240","St. Mary's County","037","0370",113777
"G2400410","Maryland","24","240","Talbot County","041","0410",37526
"G2400430","Maryland","24","240","Washington County","043","0430",154705
"G2400450","Maryland","24","240","Wicomico County","045","0450",103588
"G2400470","Maryland","24","240","Worcester County","047","0470",52460
"G2500010","Massachusetts","25","250","Barnstable County","001","0010",228996
"G2500030","Massachusetts","25","250","Berkshire County","003","0030",129026
"G2500050","Massachusetts","25","250","Bristol County","005","0050",579200
"G2500070","Massachusetts","25","250","Dukes County","007","0070",20600
"G2500090","Massachusetts","25","250","Essex County","009","0090",809829
"G2500110","Massachusetts","25","250","Franklin County","011","0110",71029
"G2500130","Massachusetts","25","250","Hampden County","013","0130",465825
"G2500150","Massachusetts","25","250","Hampshire County","015","0150",162308
"G2500170","Massachusetts","25","250","Middlesex County","017","0170",1632002
"G2500190","Massachusetts","25","250","Nantucket County","019","0190",14255
"G2500210","Massachusetts","25","250","Norfolk County","021","0210",725981
"G2500230","Massachusetts","25","250","Plymouth County","023","0230",530819
"G2500250","Massachusetts","25","250","Suffolk County","025","0250",797936
"G2500270","Massachusetts","25","250","Worcester County","027","0270",862111
"G2600010","Michigan","26","260","Alcona County","001","0010",10167
"G2600030","Michigan","26","260","Alger County","003","0030",8842
"G2600050","Michigan","26","260","Allegan County","005","0050",120502
"G2600070","Michigan","26","260","Alpena County","007","0070",28907
"G2600090","Michigan","26","260","Antrim County","009","0090",23431
"G2600110","Michigan","26","260","Arenac County","011","0110",15002
"G2600130","Michigan","26","260","Baraga County","013","0130",8158
"G2600150","Michigan","26","260","Barry County","015","0150",62423
"G2600170","Michigan","26","260","Bay County","017","0170",103856
"G2600190","Michigan","26","260","Benzie County","019","0190",17970
"G2600210","Michigan","26","260","Berrien County","021","0210",154316
"G2600230","Michigan","26","260","Branch County","023","0230",44862
"G2600250","Michigan","26","260","Calhoun County","025","0250",134310
"G2600270","Michigan","26","260","Cass County","027","0270",51589
"G2600290","Michigan","26","260","Charlevoix County","029","0290",26054
"G2600310","Michigan","26","260","Cheboygan County","031","0310",25579
"G2600330","Michigan","26","260","Chippewa County","033","0330",36785
"G2600350","Michigan","26","260","Clare County","035","0350",30856
"G2600370","Michigan","26","260","Clinton County","037","0370",79128
"G2600390","Michigan","26","260","Crawford County","039","0390",12988
"G2600410","Michigan","26","260","Delta County","041","0410",36903
"G2600430","Michigan","26","260","Dickinson County","043","0430",25947
"G2600450","Michigan","26","260","Eaton County","045","0450",109175
"G2600470","Michigan","26","260","Emmet County","047","0470",34112
"G2600490","Michigan","26","260","Genesee County","049","0490",406211
"G2600510","Michigan","26","260","Gladwin County","051","0510",25386
"G2600530","Michigan","26","260","Gogebic County","053","0530",14380
"G2600550","Michigan","26","260","Grand Traverse County","055","0550",95238
"G2600570","Michigan","26","260","Gratiot County","057","0570",41761
"G2600590","Michigan","26","260","Hillsdale County","059","0590",45746
"G2600610","Michigan","26","260","Houghton County","061","0610",37361
"G2600630","Michigan","26","260","Huron County","063","0630",31407
"G2600650","Michigan","26","260","Ingham County","065","0650",284900
"G2600670","Michigan","26","260","Ionia County","067","0670",66804
"G2600690","Michigan","26","260","Iosco County","069","0690",25237
"G2600710","Michigan","26","260","Iron County","071","0710",11631
"G2600730","Michigan","26","260","Isabella County","073","0730",64394
"G2600750","Michigan","26","260","Jackson County","075","0750",160366
"G2600770","Michigan","26","260","Kalamazoo County","077","0770",261670
"G2600790","Michigan","26","260","Kalkaska County","079","0790",17939
"G2600810","Michigan","26","260","Kent County","081","0810",657974
"G2600830","Michigan","26","260","Keweenaw County","083","0830",2046
"G2600850","Michigan","26","260","Lake County","085","0850",12096
"G2600870","Michigan","26","260","Lapeer County","087","0870",88619
"G2600890","Michigan","26","260","Leelanau County","089","0890",22301
"G2600910","Michigan","26","260","Lenawee County","091","0910",99423
"G2600930","Michigan","26","260","Livingston County","093","0930",193866
"G2600950","Michigan","26","260","Luce County","095","0950",5339
"G2600970","Michigan","26","260","Mackinac County","097","0970",10834
"G2600990","Michigan","26","260","Macomb County","099","0990",881217
"G2601010","Michigan","26","260","Manistee County","101","1010",25032
"G2601030","Michigan","26","260","Marquette County","103","1030",66017
"G2601050","Michigan","26","260","Mason County","105","1050",29052
"G2601070","Michigan","26","260","Mecosta County","107","1070",39714
"G2601090","Michigan","26","260","Menominee County","109","1090",23502
"G2601110","Michigan","26","260","Midland County","111","1110",83494
"G2601130","Michigan","26","260","Missaukee County","113","1130",15052
"G2601150","Michigan","26","260","Monroe County","115","1150",154809
"G2601170","Michigan","26","260","Montcalm County","117","1170",66614
"G2601190","Michigan","26","260","Montmorency County","119","1190",9153
"G2601210","Michigan","26","260","Muskegon County","121","1210",175824
"G2601230","Michigan","26","260","Newaygo County","123","1230",49978
"G2601250","Michigan","26","260","Oakland County","125","1250",1274395
"G2601270","Michigan","26","260","Oceana County","127","1270",26659
"G2601290","Michigan","26","260","Ogemaw County","129","1290",20770
"G2601310","Michigan","26","260","Ontonagon County","131","1310",5816
"G2601330","Michigan","26","260","Osceola County","133","1330",22891
"G2601350","Michigan","26","260","Oscoda County","135","1350",8219
"G2601370","Michigan","26","260","Otsego County","137","1370",25091
"G2601390","Michigan","26","260","Ottawa County","139","1390",296200
"G2601410","Michigan","26","260","Presque Isle County","141","1410",12982
"G2601430","Michigan","26","260","Roscommon County","143","1430",23459
"G2601450","Michigan","26","260","Saginaw County","145","1450",190124
"G2601510","Michigan","26","260","Sanilac County","151","1510",40611
"G2601530","Michigan","26","260","Schoolcraft County","153","1530",8047
"G2601550","Michigan","26","260","Shiawassee County","155","1550",68094
"G2601470","Michigan","26","260","St. Clair County","147","1470",160383
"G2601490","Michigan","26","260","St. Joseph County","149","1490",60939
"G2601570","Michigan","26","260","Tuscola County","157","1570",53323
"G2601590","Michigan","26","260","Van Buren County","159","1590",75587
"G2601610","Michigan","26","260","Washtenaw County","161","1610",372258
"G2601630","Michigan","26","260","Wayne County","163","1630",1793561
"G2601650","Michigan","26","260","Wexford County","165","1650",33673
"G2700010","Minnesota","27","270","Aitkin County","001","0010",15697
"G2700030","Minnesota","27","270","Anoka County","003","0030",363887
"G2700050","Minnesota","27","270","Becker County","005","0050",35183
"G2700070","Minnesota","27","270","Beltrami County","007","0070",46228
"G2700090","Minnesota","27","270","Benton County","009","0090",41379
"G2700110","Minnesota","27","270","Big Stone County","011","0110",5166
"G2700130","Minnesota","27","270","Blue Earth County","013","0130",69112
"G2700150","Minnesota","27","270","Brown County","015","0150",25912
"G2700170","Minnesota","27","270","Carlton County","017","0170",36207
"G2700190","Minnesota","27","270","Carver County","019","0190",106922
"G2700210","Minnesota","27","270","Cass County","021","0210",30066
"G2700230","Minnesota","27","270","Chippewa County","023","0230",12598
"G2700250","Minnesota","27","270","Chisago County","025","0250",56621
"G2700270","Minnesota","27","270","Clay County","027","0270",65318
"G2700290","Minnesota","27","270","Clearwater County","029","0290",8524
"G2700310","Minnesota","27","270","Cook County","031","0310",5600
"G2700330","Minnesota","27","270","Cottonwood County","033","0330",11517
"G2700350","Minnesota","27","270","Crow Wing County","035","0350",66123
"G2700370","Minnesota","27","270","Dakota County","037","0370",439882
"G2700390","Minnesota","27","270","Dodge County","039","0390",20867
"G2700410","Minnesota","27","270","Douglas County","041","0410",39006
"G2700430","Minnesota","27","270","Faribault County","043","0430",13921
"G2700450","Minnesota","27","270","Fillmore County","045","0450",21228
"G2700470","Minnesota","27","270","Freeborn County","047","0470",30895
"G2700490","Minnesota","27","270","Goodhue County","049","0490",47582
"G2700510","Minnesota","27","270","Grant County","051","0510",6074
"G2700530","Minnesota","27","270","Hennepin County","053","0530",1281565
"G2700550","Minnesota","27","270","Houston County","055","0550",18843
"G2700570","Minnesota","27","270","Hubbard County","057","0570",21344
"G2700590","Minnesota","27","270","Isanti County","059","0590",41135
"G2700610","Minnesota","27","270","Itasca County","061","0610",45014
"G2700630","Minnesota","27","270","Jackson County","063","0630",9989
"G2700650","Minnesota","27","270","Kanabec County","065","0650",16032
"G2700670","Minnesota","27","270","Kandiyohi County","067","0670",43732
"G2700690","Minnesota","27","270","Kittson County","069","0690",4207
"G2700710","Minnesota","27","270","Koochiching County","071","0710",12062
"G2700730","Minnesota","27","270","Lac qui Parle County","073","0730",6719
